-26103 -26103 -26103 -26103 -26103 -26103 -26103 -26103 -26103 -26103 -26103 -26103   6488   6488   6488   6488   6488   6488   6488   6488   6488   6488   6488   6488
-29977 -29977 -29977 -29977 -29977 -29977 -29977 -29977 -29977 -29977 -29977 -29977  -5996  -5996  -5996  -5996  -5996  -5996  -5996  -5996  -5996  -5996  -5996  -5996
  1615   1615   1615   1615   1615   1615   1615   1615   1615   1615   1615   1615 -11126 -11126 -11126 -11126 -11126 -11126 -11126 -11126 -11126 -11126 -11126 -11126
 -5515  -5515  -5515  -5515  -5515  -5515  -5515  -5515  -5515  -5515  -5515  -5515 -11783 -11783 -11783 -11783 -11783 -11783 -11783 -11783 -11783 -11783 -11783 -11783
 -9904  -9904  -9904  -9904  -9904  -9904  -9904  -9904  -9904  -9904  -9904  -9904 -19224 -19224 -19224 -19224 -19224 -19224 -19224 -19224 -19224 -19224 -19224 -19224
-27229 -27229 -27229 -27229 -27229 -27229 -27229 -27229 -27229 -27229 -27229 -27229 -24298 -24298 -24298 -24298 -24298 -24298 -24298 -24298 -24298 -24298 -24298 -24298
-27503 -27503 -27503 -27503 -27503 -27503 -27503 -27503 -27503 -27503 -27503 -27503 -12928 -12928 -12928 -12928 -12928 -12928 -12928 -12928 -12928 -12928 -12928 -12928
  6577   6577   6577   6577   6577   6577   6577   6577   6577   6577   6577   6577    649    649    649    649    649    649    649    649    649    649    649    649
-30584 -30584 -30584 -30584 -30584 -30584 -30584 -30584 -30584 -30584 -30584 -30584  -7580  -7580  -7580  -7580  -7580  -7580  -7580  -7580  -7580  -7580  -7580  -7580
  2562   2562   2562   2562   2562   2562   2562   2562   2562   2562   2562   2562 -27564 -27564 -27564 -27564 -27564 -27564 -27564 -27564 -27564 -27564 -27564 -27564
 20792  20792  20792  20792  20792  20792  20792  20792  20792  20792  20792  20792 -28118 -28118 -28118 -28118 -28118 -28118 -28118 -28118 -28118 -28118 -28118 -28118
-20122 -20122 -20122 -20122 -20122 -20122 -20122 -20122 -20122 -20122 -20122 -20122  -8088  -8088  -8088  -8088  -8088  -8088  -8088  -8088  -8088  -8088  -8088  -8088
-29896 -29896 -29896 -29896 -29896 -29896 -29896 -29896 -29896 -29896 -29896 -29896   4369   4369   4369   4369   4369   4369   4369   4369   4369   4369   4369   4369
 18279  18279  18279  18279  18279  18279  18279  18279  18279  18279  18279  18279   -485   -485   -485   -485   -485   -485   -485   -485   -485   -485   -485   -485
 25273  25273  25273  25273  25273  25273  25273  25273  25273  25273  25273  25273  -6387  -6387  -6387  -6387  -6387  -6387  -6387  -6387  -6387  -6387  -6387  -6387
  2165   2165   2165   2165   2165   2165   2165   2165   2165   2165   2165   2165  -6241  -6241  -6241  -6241  -6241  -6241  -6241  -6241  -6241  -6241  -6241  -6241
 11574  11574  11574  11574  11574  11574  11574  11574  11574  11574  11574  11574  -5097  -5097  -5097  -5097  -5097  -5097  -5097  -5097  -5097  -5097  -5097  -5097
 20714  20714  20714  20714  20714  20714  20714  20714  20714  20714  20714  20714   2553   2553   2553   2553   2553   2553   2553   2553   2553   2553   2553   2553
-28890 -28890 -28890 -28890 -28890 -28890 -28890 -28890 -28890 -28890 -28890 -28890  19077  19077  19077  19077  19077  19077  19077  19077  19077  19077  19077  19077
 -8037  -8037  -8037  -8037  -8037  -8037  -8037  -8037  -8037  -8037  -8037  -8037  24385  24385  24385  24385  24385  24385  24385  24385  24385  24385  24385  24385
-27084 -27084 -27084 -27084 -27084 -27084 -27084 -27084 -27084 -27084 -27084 -27084   6737   6737   6737   6737   6737   6737   6737   6737   6737   6737   6737   6737
 30140  30140  30140  30140  30140  30140  30140  30140  30140  30140  30140  30140 -12775 -12775 -12775 -12775 -12775 -12775 -12775 -12775 -12775 -12775 -12775 -12775
-23278 -23278 -23278 -23278 -23278 -23278 -23278 -23278 -23278 -23278 -23278 -23278 -15463 -15463 -15463 -15463 -15463 -15463 -15463 -15463 -15463 -15463 -15463 -15463
 12559  12559  12559  12559  12559  12559  12559  12559  12559  12559  12559  12559 -10762 -10762 -10762 -10762 -10762 -10762 -10762 -10762 -10762 -10762 -10762 -10762
 29839  29839  29839  29839  29839  29839  29839  29839  29839  29839  29839  29839  -7577  -7577  -7577  -7577  -7577  -7577  -7577  -7577  -7577  -7577  -7577  -7577
 -9830  -9830  -9830  -9830  -9830  -9830  -9830  -9830  -9830  -9830  -9830  -9830    562    562    562    562    562    562    562    562    562    562    562    562
 16245  16245  16245  16245  16245  16245  16245  16245  16245  16245  16245  16245  11468  11468  11468  11468  11468  11468  11468  11468  11468  11468  11468  11468
-12250 -12250 -12250 -12250 -12250 -12250 -12250 -12250 -12250 -12250 -12250 -12250  13290  13290  13290  13290  13290  13290  13290  13290  13290  13290  13290  13290
-16817 -16817 -16817 -16817 -16817 -16817 -16817 -16817 -16817 -16817 -16817 -16817   8015   8015   8015   8015   8015   8015   8015   8015   8015   8015   8015   8015
 16366  16366  16366  16366  16366  16366  16366  16366  16366  16366  16366  16366   4828   4828   4828   4828   4828   4828   4828   4828   4828   4828   4828   4828
  -297   -297   -297   -297   -297   -297   -297   -297   -297   -297   -297   -297    641    641    641    641    641    641    641    641    641    641    641    641
-32013 -32013 -32013 -32013 -32013 -32013 -32013 -32013 -32013 -32013 -32013 -32013  -7693  -7693  -7693  -7693  -7693  -7693  -7693  -7693  -7693  -7693  -7693  -7693
-13787 -13787 -13787 -13787 -13787 -13787 -13787 -13787 -13787 -13787 -13787 -13787  -9927  -9927  -9927  -9927  -9927  -9927  -9927  -9927  -9927  -9927  -9927  -9927
 17279  17279  17279  17279  17279  17279  17279  17279  17279  17279  17279  17279  -2477  -2477  -2477  -2477  -2477  -2477  -2477  -2477  -2477  -2477  -2477  -2477
-28672 -28672 -28672 -28672 -28672 -28672 -28672 -28672 -28672 -28672 -28672 -28672  -1007  -1007  -1007  -1007  -1007  -1007  -1007  -1007  -1007  -1007  -1007  -1007
-24913 -24913 -24913 -24913 -24913 -24913 -24913 -24913 -24913 -24913 -24913 -24913 -13074 -13074 -13074 -13074 -13074 -13074 -13074 -13074 -13074 -13074 -13074 -13074
 26080  26080  26080  26080  26080  26080  26080  26080  26080  26080  26080  26080 -20434 -20434 -20434 -20434 -20434 -20434 -20434 -20434 -20434 -20434 -20434 -20434
 31874  31874  31874  31874  31874  31874  31874  31874  31874  31874  31874  31874 -10430 -10430 -10430 -10430 -10430 -10430 -10430 -10430 -10430 -10430 -10430 -10430
-11596 -11596 -11596 -11596 -11596 -11596 -11596 -11596 -11596 -11596 -11596 -11596    377    377    377    377    377    377    377    377    377    377    377    377
-23772 -23772 -23772 -23772 -23772 -23772 -23772 -23772 -23772 -23772 -23772 -23772   -357   -357   -357   -357   -357   -357   -357   -357   -357   -357   -357   -357
  8686   8686   8686   8686   8686   8686   8686   8686   8686   8686   8686   8686   3172   3172   3172   3172   3172   3172   3172   3172   3172   3172   3172   3172
-10453 -10453 -10453 -10453 -10453 -10453 -10453 -10453 -10453 -10453 -10453 -10453  15339  15339  15339  15339  15339  15339  15339  15339  15339  15339  15339  15339
 17006  17006  17006  17006  17006  17006  17006  17006  17006  17006  17006  17006   9876   9876   9876   9876   9876   9876   9876   9876   9876   9876   9876   9876
 10898  10898  10898  10898  10898  10898  10898  10898  10898  10898  10898  10898 -15838 -15838 -15838 -15838 -15838 -15838 -15838 -15838 -15838 -15838 -15838 -15838
-23550 -23550 -23550 -23550 -23550 -23550 -23550 -23550 -23550 -23550 -23550 -23550 -21549 -21549 -21549 -21549 -21549 -21549 -21549 -21549 -21549 -21549 -21549 -21549
-26491 -26491 -26491 -26491 -26491 -26491 -26491 -26491 -26491 -26491 -26491 -26491   5827   5827   5827   5827   5827   5827   5827   5827   5827   5827   5827   5827
 -8393  -8393  -8393  -8393  -8393  -8393  -8393  -8393  -8393  -8393  -8393  -8393  22402  22402  22402  22402  22402  22402  22402  22402  22402  22402  22402  22402
 -3614  -3614  -3614  -3614  -3614  -3614  -3614  -3614  -3614  -3614  -3614  -3614    115    115    115    115    115    115    115    115    115    115    115    115
 15691  15691  15691  15691  15691  15691  15691  15691  15691  15691  15691  15691 -28656 -28656 -28656 -28656 -28656 -28656 -28656 -28656 -28656 -28656 -28656 -28656
 25256  25256  25256  25256  25256  25256  25256  25256  25256  25256  25256  25256 -26964 -26964 -26964 -26964 -26964 -26964 -26964 -26964 -26964 -26964 -26964 -26964
  2597   2597   2597   2597   2597   2597   2597   2597   2597   2597   2597   2597  -3688  -3688  -3688  -3688  -3688  -3688  -3688  -3688  -3688  -3688  -3688  -3688
 15106  15106  15106  15106  15106  15106  15106  15106  15106  15106  15106  15106  13804  13804  13804  13804  13804  13804  13804  13804  13804  13804  13804  13804
-26666 -26666 -26666 -26666 -26666 -26666 -26666 -26666 -26666 -26666 -26666 -26666  18280  18280  18280  18280  18280  18280  18280  18280  18280  18280  18280  18280
-12240 -12240 -12240 -12240 -12240 -12240 -12240 -12240 -12240 -12240 -12240 -12240  15834  15834  15834  15834  15834  15834  15834  15834  15834  15834  15834  15834
-16856 -16856 -16856 -16856 -16856 -16856 -16856 -16856 -16856 -16856 -16856 -16856   7391   7391   7391   7391   7391   7391   7391   7391   7391   7391   7391   7391
 28563  28563  28563  28563  28563  28563  28563  28563  28563  28563  28563  28563  -6836  -6836  -6836  -6836  -6836  -6836  -6836  -6836  -6836  -6836  -6836  -6836
 -3322  -3322  -3322  -3322  -3322  -3322  -3322  -3322  -3322  -3322  -3322  -3322 -18054 -18054 -18054 -18054 -18054 -18054 -18054 -18054 -18054 -18054 -18054 -18054
 -8803  -8803  -8803  -8803  -8803  -8803  -8803  -8803  -8803  -8803  -8803  -8803 -15790 -15790 -15790 -15790 -15790 -15790 -15790 -15790 -15790 -15790 -15790 -15790
-13039 -13039 -13039 -13039 -13039 -13039 -13039 -13039 -13039 -13039 -13039 -13039  -1066  -1066  -1066  -1066  -1066  -1066  -1066  -1066  -1066  -1066  -1066  -1066
 16806  16806  16806  16806  16806  16806  16806  16806  16806  16806  16806  16806  11473  11473  11473  11473  11473  11473  11473  11473  11473  11473  11473  11473
-23406 -23406 -23406 -23406 -23406 -23406 -23406 -23406 -23406 -23406 -23406 -23406   7597   7597   7597   7597   7597   7597   7597   7597   7597   7597   7597   7597
-27453 -27453 -27453 -27453 -27453 -27453 -27453 -27453 -27453 -27453 -27453 -27453  -7978  -7978  -7978  -7978  -7978  -7978  -7978  -7978  -7978  -7978  -7978  -7978
 -8764  -8764  -8764  -8764  -8764  -8764  -8764  -8764  -8764  -8764  -8764  -8764 -15343 -15343 -15343 -15343 -15343 -15343 -15343 -15343 -15343 -15343 -15343 -15343
 32632  32632  32632  32632  32632  32632  32632  32632  32632  32632  32632  32632  -8803  -8803  -8803  -8803  -8803  -8803  -8803  -8803  -8803  -8803  -8803  -8803
-30894 -30894 -30894 -30894 -30894 -30894 -30894 -30894 -30894 -30894 -30894 -30894  -5883  -5883  -5883  -5883  -5883  -5883  -5883  -5883  -5883  -5883  -5883  -5883
-30662 -30662 -30662 -30662 -30662 -30662 -30662 -30662 -30662 -30662 -30662 -30662 -13713 -13713 -13713 -13713 -13713 -13713 -13713 -13713 -13713 -13713 -13713 -13713
 -9612  -9612  -9612  -9612  -9612  -9612  -9612  -9612  -9612  -9612  -9612  -9612 -13658 -13658 -13658 -13658 -13658 -13658 -13658 -13658 -13658 -13658 -13658 -13658
 -1158  -1158  -1158  -1158  -1158  -1158  -1158  -1158  -1158  -1158  -1158  -1158   -851   -851   -851   -851   -851   -851   -851   -851   -851   -851   -851   -851
  4149   4149   4149   4149   4149   4149   4149   4149   4149   4149   4149   4149  -1706  -1706  -1706  -1706  -1706  -1706  -1706  -1706  -1706  -1706  -1706  -1706
 32086  32086  32086  32086  32086  32086  32086  32086  32086  32086  32086  32086 -22562 -22562 -22562 -22562 -22562 -22562 -22562 -22562 -22562 -22562 -22562 -22562
 -9236  -9236  -9236  -9236  -9236  -9236  -9236  -9236  -9236  -9236  -9236  -9236 -26404 -26404 -26404 -26404 -26404 -26404 -26404 -26404 -26404 -26404 -26404 -26404
  1091   1091   1091   1091   1091   1091   1091   1091   1091   1091   1091   1091   3961   3961   3961   3961   3961   3961   3961   3961   3961   3961   3961   3961
-15706 -15706 -15706 -15706 -15706 -15706 -15706 -15706 -15706 -15706 -15706 -15706  29395  29395  29395  29395  29395  29395  29395  29395  29395  29395  29395  29395
 -7892  -7892  -7892  -7892  -7892  -7892  -7892  -7892  -7892  -7892  -7892  -7892  17261  17261  17261  17261  17261  17261  17261  17261  17261  17261  17261  17261
 24418  24418  24418  24418  24418  24418  24418  24418  24418  24418  24418  24418  -8960  -8960  -8960  -8960  -8960  -8960  -8960  -8960  -8960  -8960  -8960  -8960
 -3269  -3269  -3269  -3269  -3269  -3269  -3269  -3269  -3269  -3269  -3269  -3269 -14983 -14983 -14983 -14983 -14983 -14983 -14983 -14983 -14983 -14983 -14983 -14983
-30686 -30686 -30686 -30686 -30686 -30686 -30686 -30686 -30686 -30686 -30686 -30686  -4469  -4469  -4469  -4469  -4469  -4469  -4469  -4469  -4469  -4469  -4469  -4469
-20484 -20484 -20484 -20484 -20484 -20484 -20484 -20484 -20484 -20484 -20484 -20484   3036   3036   3036   3036   3036   3036   3036   3036   3036   3036   3036   3036
-10872 -10872 -10872 -10872 -10872 -10872 -10872 -10872 -10872 -10872 -10872 -10872   2590   2590   2590   2590   2590   2590   2590   2590   2590   2590   2590   2590
  7662   7662   7662   7662   7662   7662   7662   7662   7662   7662   7662   7662  -5327  -5327  -5327  -5327  -5327  -5327  -5327  -5327  -5327  -5327  -5327  -5327
 20719  20719  20719  20719  20719  20719  20719  20719  20719  20719  20719  20719 -19675 -19675 -19675 -19675 -19675 -19675 -19675 -19675 -19675 -19675 -19675 -19675
  3366   3366   3366   3366   3366   3366   3366   3366   3366   3366   3366   3366 -25426 -25426 -25426 -25426 -25426 -25426 -25426 -25426 -25426 -25426 -25426 -25426
 12574  12574  12574  12574  12574  12574  12574  12574  12574  12574  12574  12574  -7627  -7627  -7627  -7627  -7627  -7627  -7627  -7627  -7627  -7627  -7627  -7627
-22085 -22085 -22085 -22085 -22085 -22085 -22085 -22085 -22085 -22085 -22085 -22085  18597  18597  18597  18597  18597  18597  18597  18597  18597  18597  18597  18597
 28662  28662  28662  28662  28662  28662  28662  28662  28662  28662  28662  28662  23459  23459  23459  23459  23459  23459  23459  23459  23459  23459  23459  23459
 29694  29694  29694  29694  29694  29694  29694  29694  29694  29694  29694  29694   6232   6232   6232   6232   6232   6232   6232   6232   6232   6232   6232   6232
 14022  14022  14022  14022  14022  14022  14022  14022  14022  14022  14022  14022  -5545  -5545  -5545  -5545  -5545  -5545  -5545  -5545  -5545  -5545  -5545  -5545
-17117 -17117 -17117 -17117 -17117 -17117 -17117 -17117 -17117 -17117 -17117 -17117   3288   3288   3288   3288   3288   3288   3288   3288   3288   3288   3288   3288
 -1631  -1631  -1631  -1631  -1631  -1631  -1631  -1631  -1631  -1631  -1631  -1631  19960  19960  19960  19960  19960  19960  19960  19960  19960  19960  19960  19960
  1466   1466   1466   1466   1466   1466   1466   1466   1466   1466   1466   1466  24422  24422  24422  24422  24422  24422  24422  24422  24422  24422  24422  24422
  -915   -915   -915   -915   -915   -915   -915   -915   -915   -915   -915   -915  10122  10122  10122  10122  10122  10122  10122  10122  10122  10122  10122  10122
 24027  24027  24027  24027  24027  24027  24027  24027  24027  24027  24027  24027 -10057 -10057 -10057 -10057 -10057 -10057 -10057 -10057 -10057 -10057 -10057 -10057
  2505   2505   2505   2505   2505   2505   2505   2505   2505   2505   2505   2505 -14509 -14509 -14509 -14509 -14509 -14509 -14509 -14509 -14509 -14509 -14509 -14509
 -7581  -7581  -7581  -7581  -7581  -7581  -7581  -7581  -7581  -7581  -7581  -7581   1553   1553   1553   1553   1553   1553   1553   1553   1553   1553   1553   1553
 17153  17153  17153  17153  17153  17153  17153  17153  17153  17153  17153  17153  17258  17258  17258  17258  17258  17258  17258  17258  17258  17258  17258  17258
 15967  15967  15967  15967  15967  15967  15967  15967  15967  15967  15967  15967  14470  14470  14470  14470  14470  14470  14470  14470  14470  14470  14470  14470
 29290  29290  29290  29290  29290  29290  29290  29290  29290  29290  29290  29290   2432   2432   2432   2432   2432   2432   2432   2432   2432   2432   2432   2432
 30243  30243  30243  30243  30243  30243  30243  30243  30243  30243  30243  30243   1043   1043   1043   1043   1043   1043   1043   1043   1043   1043   1043   1043
-15798 -15798 -15798 -15798 -15798 -15798 -15798 -15798 -15798 -15798 -15798 -15798  13305  13305  13305  13305  13305  13305  13305  13305  13305  13305  13305  13305
-12299 -12299 -12299 -12299 -12299 -12299 -12299 -12299 -12299 -12299 -12299 -12299  25853  25853  25853  25853  25853  25853  25853  25853  25853  25853  25853  25853
 30295  30295  30295  30295  30295  30295  30295  30295  30295  30295  30295  30295  26029  26029  26029  26029  26029  26029  26029  26029  26029  26029  26029  26029
-11540 -11540 -11540 -11540 -11540 -11540 -11540 -11540 -11540 -11540 -11540 -11540  12011  12011  12011  12011  12011  12011  12011  12011  12011  12011  12011  12011
-27711 -27711 -27711 -27711 -27711 -27711 -27711 -27711 -27711 -27711 -27711 -27711  -5273  -5273  -5273  -5273  -5273  -5273  -5273  -5273  -5273  -5273  -5273  -5273
-13194 -13194 -13194 -13194 -13194 -13194 -13194 -13194 -13194 -13194 -13194 -13194 -10020 -10020 -10020 -10020 -10020 -10020 -10020 -10020 -10020 -10020 -10020 -10020
  8487   8487   8487   8487   8487   8487   8487   8487   8487   8487   8487   8487  -1459  -1459  -1459  -1459  -1459  -1459  -1459  -1459  -1459  -1459  -1459  -1459
-17790 -17790 -17790 -17790 -17790 -17790 -17790 -17790 -17790 -17790 -17790 -17790    686    686    686    686    686    686    686    686    686    686    686    686
 16372  16372  16372  16372  16372  16372  16372  16372  16372  16372  16372  16372 -13389 -13389 -13389 -13389 -13389 -13389 -13389 -13389 -13389 -13389 -13389 -13389
 25567  25567  25567  25567  25567  25567  25567  25567  25567  25567  25567  25567 -21997 -21997 -21997 -21997 -21997 -21997 -21997 -21997 -21997 -21997 -21997 -21997
-12589 -12589 -12589 -12589 -12589 -12589 -12589 -12589 -12589 -12589 -12589 -12589  -6068  -6068  -6068  -6068  -6068  -6068  -6068  -6068  -6068  -6068  -6068  -6068
-10362 -10362 -10362 -10362 -10362 -10362 -10362 -10362 -10362 -10362 -10362 -10362  15527  15527  15527  15527  15527  15527  15527  15527  15527  15527  15527  15527
  3531   3531   3531   3531   3531   3531   3531   3531   3531   3531   3531   3531  16211  16211  16211  16211  16211  16211  16211  16211  16211  16211  16211  16211
 23520  23520  23520  23520  23520  23520  23520  23520  23520  23520  23520  23520   2682   2682   2682   2682   2682   2682   2682   2682   2682   2682   2682   2682
  6015   6015   6015   6015   6015   6015   6015   6015   6015   6015   6015   6015  -4403  -4403  -4403  -4403  -4403  -4403  -4403  -4403  -4403  -4403  -4403  -4403
 -3135  -3135  -3135  -3135  -3135  -3135  -3135  -3135  -3135  -3135  -3135  -3135  -2272  -2272  -2272  -2272  -2272  -2272  -2272  -2272  -2272  -2272  -2272  -2272
   438    438    438    438    438    438    438    438    438    438    438    438   3897   3897   3897   3897   3897   3897   3897   3897   3897   3897   3897   3897
-26807 -26807 -26807 -26807 -26807 -26807 -26807 -26807 -26807 -26807 -26807 -26807  12034  12034  12034  12034  12034  12034  12034  12034  12034  12034  12034  12034
 27271  27271  27271  27271  27271  27271  27271  27271  27271  27271  27271  27271  12737  12737  12737  12737  12737  12737  12737  12737  12737  12737  12737  12737
 23688  23688  23688  23688  23688  23688  23688  23688  23688  23688  23688  23688  -1254  -1254  -1254  -1254  -1254  -1254  -1254  -1254  -1254  -1254  -1254  -1254
 16460  16460  16460  16460  16460  16460  16460  16460  16460  16460  16460  16460 -14004 -14004 -14004 -14004 -14004 -14004 -14004 -14004 -14004 -14004 -14004 -14004
-26693 -26693 -26693 -26693 -26693 -26693 -26693 -26693 -26693 -26693 -26693 -26693  -4414  -4414  -4414  -4414  -4414  -4414  -4414  -4414  -4414  -4414  -4414  -4414
 28577  28577  28577  28577  28577  28577  28577  28577  28577  28577  28577  28577  18900  18900  18900  18900  18900  18900  18900  18900  18900  18900  18900  18900
 16602  16602  16602  16602  16602  16602  16602  16602  16602  16602  16602  16602  26792  26792  26792  26792  26792  26792  26792  26792  26792  26792  26792  26792
 15511  15511  15511  15511  15511  15511  15511  15511  15511  15511  15511  15511  10840  10840  10840  10840  10840  10840  10840  10840  10840  10840  10840  10840
-25343 -25343 -25343 -25343 -25343 -25343 -25343 -25343 -25343 -25343 -25343 -25343  -4799  -4799  -4799  -4799  -4799  -4799  -4799  -4799  -4799  -4799  -4799  -4799
-16204 -16204 -16204 -16204 -16204 -16204 -16204 -16204 -16204 -16204 -16204 -16204   2137   2137   2137   2137   2137   2137   2137   2137   2137   2137   2137   2137
  4272   4272   4272   4272   4272   4272   4272   4272   4272   4272   4272   4272  18038  18038  18038  18038  18038  18038  18038  18038  18038  18038  18038  18038
-21393 -21393 -21393 -21393 -21393 -21393 -21393 -21393 -21393 -21393 -21393 -21393  11521  11521  11521  11521  11521  11521  11521  11521  11521  11521  11521  11521
 30922  30922  30922  30922  30922  30922  30922  30922  30922  30922  30922  30922 -16212 -16212 -16212 -16212 -16212 -16212 -16212 -16212 -16212 -16212 -16212 -16212
 20651  20651  20651  20651  20651  20651  20651  20651  20651  20651  20651  20651 -28000 -28000 -28000 -28000 -28000 -28000 -28000 -28000 -28000 -28000 -28000 -28000
-26612 -26612 -26612 -26612 -26612 -26612 -26612 -26612 -26612 -26612 -26612 -26612  -7044  -7044  -7044  -7044  -7044  -7044  -7044  -7044  -7044  -7044  -7044  -7044
 29579  29579  29579  29579  29579  29579  29579  29579  29579  29579  29579  29579  17830  17830  17830  17830  17830  17830  17830  17830  17830  17830  17830  17830
  6291   6291   6291   6291   6291   6291   6291   6291   6291   6291   6291   6291  18846  18846  18846  18846  18846  18846  18846  18846  18846  18846  18846  18846
 29608  29608  29608  29608  29608  29608  29608  29608  29608  29608  29608  29608   6153   6153   6153   6153   6153   6153   6153   6153   6153   6153   6153   6153
 32379  32379  32379  32379  32379  32379  32379  32379  32379  32379  32379  32379   2098   2098   2098   2098   2098   2098   2098   2098   2098   2098   2098   2098
  -751   -751   -751   -751   -751   -751   -751   -751   -751   -751   -751   -751  10295  10295  10295  10295  10295  10295  10295  10295  10295  10295  10295  10295
 -4037  -4037  -4037  -4037  -4037  -4037  -4037  -4037  -4037  -4037  -4037  -4037  21812  21812  21812  21812  21812  21812  21812  21812  21812  21812  21812  21812
 -6057  -6057  -6057  -6057  -6057  -6057  -6057  -6057  -6057  -6057  -6057  -6057  27449  27449  27449  27449  27449  27449  27449  27449  27449  27449  27449  27449
  9320   9320   9320   9320   9320   9320   9320   9320   9320   9320   9320   9320  19886  19886  19886  19886  19886  19886  19886  19886  19886  19886  19886  19886
 29779  29779  29779  29779  29779  29779  29779  29779  29779  29779  29779  29779   1743   1743   1743   1743   1743   1743   1743   1743   1743   1743   1743   1743
 -1565  -1565  -1565  -1565  -1565  -1565  -1565  -1565  -1565  -1565  -1565  -1565 -10223 -10223 -10223 -10223 -10223 -10223 -10223 -10223 -10223 -10223 -10223 -10223
  6521   6521   6521   6521   6521   6521   6521   6521   6521   6521   6521   6521  -2731  -2731  -2731  -2731  -2731  -2731  -2731  -2731  -2731  -2731  -2731  -2731
 29851  29851  29851  29851  29851  29851  29851  29851  29851  29851  29851  29851  15219  15219  15219  15219  15219  15219  15219  15219  15219  15219  15219  15219
 17275  17275  17275  17275  17275  17275  17275  17275  17275  17275  17275  17275  22538  22538  22538  22538  22538  22538  22538  22538  22538  22538  22538  22538
 -9684  -9684  -9684  -9684  -9684  -9684  -9684  -9684  -9684  -9684  -9684  -9684  14097  14097  14097  14097  14097  14097  14097  14097  14097  14097  14097  14097
-16458 -16458 -16458 -16458 -16458 -16458 -16458 -16458 -16458 -16458 -16458 -16458   6626   6626   6626   6626   6626   6626   6626   6626   6626   6626   6626   6626
 -9364  -9364  -9364  -9364  -9364  -9364  -9364  -9364  -9364  -9364  -9364  -9364  11110  11110  11110  11110  11110  11110  11110  11110  11110  11110  11110  11110
  8027   8027   8027   8027   8027   8027   8027   8027   8027   8027   8027   8027  13125  13125  13125  13125  13125  13125  13125  13125  13125  13125  13125  13125
-28101 -28101 -28101 -28101 -28101 -28101 -28101 -28101 -28101 -28101 -28101 -28101  -2682  -2682  -2682  -2682  -2682  -2682  -2682  -2682  -2682  -2682  -2682  -2682
 27013  27013  27013  27013  27013  27013  27013  27013  27013  27013  27013  27013 -21183 -21183 -21183 -21183 -21183 -21183 -21183 -21183 -21183 -21183 -21183 -21183
-18468 -18468 -18468 -18468 -18468 -18468 -18468 -18468 -18468 -18468 -18468 -18468 -17262 -17262 -17262 -17262 -17262 -17262 -17262 -17262 -17262 -17262 -17262 -17262
